report_id,date,site,location,report_type,activity,report_text,sif_potential,sif_confidence,life_saving_rule,precursor,hazard,barrier,barrier_failure,priority
SYN-0380,2024-10-14,Bongaigaon,Duliajan — Tank Farm,Safety Observation,Energy Isolation — pump maintenance,"During valve replacement after a change in the work sequence, lockout/tagout not verified. A valve was still connected to the live header. The condition created a credible potential for a fatal or permanently disabling event. The line was depressurized before work resumed.",Yes,0.843,Verify isolation and zero energy,Isolation verification failure,unexpected energy release,Critical control,lockout/tagout not verified,High
SYN-0381,2024-07-12,Geleki,Digboi — Process Unit,Hazard Report,Energy Isolation — compressor servicing,"During compressor servicing during a routine maintenance task, incorrect isolation point. A valve was still connected to the live header. The condition created a credible potential for a fatal or permanently disabling event. The technician stopped work and isolated the equipment.",Yes,0.934,Verify isolation and zero energy,Isolation verification failure,unexpected energy release,Critical control,lockout/tagout not verified,High
SYN-0382,2025-12-07,Duliajan,Geleki — Tank Farm,Near Miss,Confined Space — cleaning a storage tank,"During inspection inside a vessel after a change in the work sequence, entry permit was incomplete. Oxygen readings fell below the safe limit. The condition created a credible potential for a fatal or permanently disabling event. The entrant exited immediately and medical support was alerted.",Yes,0.939,Obtain authorization before entering a confined space,Confined-space control gap,atmospheric or rescue hazard,Critical control,continuous gas monitoring was unavailable,High
SYN-0383,2025-06-02,Geleki,Digboi — Pipeline Corridor,Safety Observation,Lifting Operations — loading a valve assembly,"During lifting a pump motor while preparing the job, personnel entered the suspended-load zone. A sling strand began to separate. The deviation was identified early, before anyone was exposed to serious harm. The route was cleared and barricaded.",No,0.845,Plan and control lifting operations,Lifting control failure,suspended-load exposure,Critical control,lifting plan was not followed,Medium
SYN-0384,2024-11-05,Naharkatiya,Digboi — Tank Farm,Near Miss,Working at Height — installing cable tray at height,"During repairing an elevated platform during the morning shift, toe board was not installed. The platform moved while being accessed. The deviation was identified early, before anyone was exposed to serious harm. The supervisor arranged a scaffold inspection.",No,0.888,Protect yourself against falls from height,Fall protection gap,fall or dropped-object exposure,Critical control,toe board was not installed,Low
SYN-0385,2024-09-09,Digboi,Naharkatiya — Tank Farm,Hazard Report,Line of Fire — loosening a seized flange,"During moving materials beside a pipe rack during a routine maintenance task, spotter communication was unclear. The flange shifted suddenly toward the worker. The deviation was identified early, before anyone was exposed to serious harm. The lifting activity was paused for a new briefing.",No,0.762,Position yourself outside the line of fire,Line-of-fire exposure,stored-energy or moving-object exposure,Critical control,spotter communication was unclear,Low
SYN-0386,2025-11-09,Duliajan,Digboi — Pipeline Corridor,Near Miss,Driving / Vehicle Safety — reversing a service vehicle,"During driving between installations while preparing the job, journey plan was not reviewed. The driver lost control on a wet bend. The condition created a credible potential for a fatal or permanently disabling event. The journey was restarted only after the load was secured.",Yes,0.891,Drive defensively and use seat belts,Vehicle safety control gap,vehicle collision or load-shift exposure,Critical control,reversing alarm was not working,High
SYN-0387,2025-08-26,Digboi,Duliajan — Main Gate,Hazard Report,Line of Fire — handling a pressurized hose,"During handling a pressurized hose during a routine maintenance task, stored energy was not assessed. A suspended load swung across the access route. The condition created a credible potential for a fatal or permanently disabling event. The crew stepped back and reassessed the task.",Yes,0.957,Position yourself outside the line of fire,Line-of-fire exposure,stored-energy or moving-object exposure,Critical control,stored energy was not assessed,High
SYN-0388,2024-06-19,Naharkatiya,Duliajan — Pipeline Corridor,Safety Observation,Line of Fire — moving materials beside a pipe rack,"During handling a pressurized hose during the morning shift, stored energy was not assessed. A suspended load swung across the access route. The deviation was identified early, before anyone was exposed to serious harm. The area was barricaded before continuing.",No,0.707,Position yourself outside the line of fire,Line-of-fire exposure,stored-energy or moving-object exposure,Critical control,stored energy was not assessed,Medium
SYN-0389,2024-04-07,Bongaigaon,Geleki — Workshop,Hazard Report,Lifting Operations — relocating a chemical drum,"During loading a valve assembly during the morning shift, sling inspection was overdue. The load tilted unexpectedly above the work crew. The condition created a credible potential for a fatal or permanently disabling event. The route was cleared and barricaded.",Yes,0.851,Plan and control lifting operations,Lifting control failure,suspended-load exposure,Critical control,personnel entered the suspended-load zone,High
SYN-0390,2024-02-18,Naharkatiya,Digboi — Main Gate,Hazard Report,Line of Fire — moving materials beside a pipe rack,"During handling a pressurized hose during the morning shift, spotter communication was unclear. A suspended load swung across the access route. The deviation was identified early, before anyone was exposed to serious harm. The lifting activity was paused for a new briefing.",No,0.708,Position yourself outside the line of fire,Line-of-fire exposure,stored-energy or moving-object exposure,Critical control,exclusion zone was not maintained,Medium
SYN-0391,2025-01-29,Naharkatiya,Duliajan — Tank Farm,Safety Observation,Working at Height — installing cable tray at height,"During accessing a tank roof during the morning shift, toe board was not installed. The worker slipped near an unprotected edge. The condition created a credible potential for a fatal or permanently disabling event. The dropped-object zone was cleared.",Yes,0.82,Protect yourself against falls from height,Fall protection gap,fall or dropped-object exposure,Critical control,toe board was not installed,High
SYN-0392,2025-03-01,Duliajan,Duliajan — Tank Farm,Near Miss,Hot Work — welding on a process pipe,"During grinding near the workshop during the morning shift, gas test not repeated. Nearby oily rags began to smoulder. The condition created a credible potential for a fatal or permanently disabling event. The area was made safe and retested.",Yes,0.882,Control ignition sources and combustible materials,Hot work control failure,ignition or flammable-material exposure,Critical control,combustibles not cleared from the work area,High
SYN-0393,2024-06-12,Geleki,Naharkatiya — Workshop,Safety Observation,Energy Isolation — compressor servicing,"During compressor servicing while preparing the job, incorrect isolation point. The pump unexpectedly started. The condition created a credible potential for a fatal or permanently disabling event. The supervisor initiated a toolbox talk.",Yes,0.95,Verify isolation and zero energy,Isolation verification failure,unexpected energy release,Critical control,incorrect isolation point,High
SYN-0394,2025-11-14,Duliajan,Geleki — Pipeline Corridor,Hazard Report,Confined Space — cleaning a storage tank,"During inspection inside a vessel during the morning shift, continuous gas monitoring was unavailable. Oxygen readings fell below the safe limit. The deviation was identified early, before anyone was exposed to serious harm. Ventilation was increased and the permit was reviewed.",No,0.88,Obtain authorization before entering a confined space,Confined-space control gap,atmospheric or rescue hazard,Critical control,continuous gas monitoring was unavailable,Low
SYN-0395,2024-05-18,Duliajan,Bongaigaon — Process Unit,Hazard Report,Confined Space — entry into a sump,"During cleaning a storage tank during the morning shift, continuous gas monitoring was unavailable. A worker reported dizziness inside the vessel. The condition created a credible potential for a fatal or permanently disabling event. The entrant exited immediately and medical support was alerted.",Yes,0.847,Obtain authorization before entering a confined space,Confined-space control gap,atmospheric or rescue hazard,Critical control,rescue plan was not briefed,High
SYN-0396,2024-08-22,Bongaigaon,Bongaigaon — Process Unit,Near Miss,Working at Height — repairing an elevated platform,"During accessing a tank roof during a routine maintenance task, harness was not attached to an anchor. The worker slipped near an unprotected edge. The deviation was identified early, before anyone was exposed to serious harm. Work stopped until a certified access system was provided.",No,0.704,Protect yourself against falls from height,Fall protection gap,fall or dropped-object exposure,Critical control,toe board was not installed,Low
SYN-0397,2025-10-05,Naharkatiya,Duliajan — Main Gate,Near Miss,Energy Isolation — compressor servicing,"During valve replacement during a routine maintenance task, missing zero-energy test. The pump unexpectedly started. The deviation was identified early, before anyone was exposed to serious harm. The supervisor initiated a toolbox talk.",No,0.863,Verify isolation and zero energy,Isolation verification failure,unexpected energy release,Critical control,incorrect isolation point,Medium
SYN-0398,2025-12-22,Digboi,Naharkatiya — Workshop,Hazard Report,Hot Work — welding on a process pipe,"During welding on a process pipe after a change in the work sequence, hot-work permit not displayed. Sparks travelled toward an open drain. The deviation was identified early, before anyone was exposed to serious harm. A suitable fire extinguisher was positioned before restart.",No,0.887,Control ignition sources and combustible materials,Hot work control failure,ignition or flammable-material exposure,Critical control,combustibles not cleared from the work area,Low
SYN-0399,2024-01-28,Bongaigaon,Duliajan — Workshop,Near Miss,Driving / Vehicle Safety — driving between installations,"During driving between installations during a routine maintenance task, reversing alarm was not working. A load shifted during transit. The deviation was identified early, before anyone was exposed to serious harm. The vehicle was removed from service for inspection.",No,0.781,Drive defensively and use seat belts,Vehicle safety control gap,vehicle collision or load-shift exposure,Critical control,reversing alarm was not working,Low
SYN-0400,2025-07-03,Geleki,Duliajan — Tank Farm,Hazard Report,Working at Height — repairing an elevated platform,"During repairing an elevated platform after a change in the work sequence, toe board was not installed. The worker slipped near an unprotected edge. The condition created a credible potential for a fatal or permanently disabling event. Work stopped until a certified access system was provided.",Yes,0.886,Protect yourself against falls from height,Fall protection gap,fall or dropped-object exposure,Critical control,scaffold inspection tag was missing,High
SYN-0401,2025-09-19,Duliajan,Digboi — Workshop,Safety Observation,Working at Height — installing cable tray at height,"During repairing an elevated platform during a routine maintenance task, scaffold inspection tag was missing. The platform moved while being accessed. The deviation was identified early, before anyone was exposed to serious harm. The dropped-object zone was cleared.",No,0.79,Protect yourself against falls from height,Fall protection gap,fall or dropped-object exposure,Critical control,harness was not attached to an anchor,Low
SYN-0402,2024-01-17,Digboi,Naharkatiya — Pipeline Corridor,Hazard Report,Lifting Operations — lifting a pump motor,"During loading a valve assembly after a change in the work sequence, sling inspection was overdue. The load passed over an occupied walkway. The condition created a credible potential for a fatal or permanently disabling event. The load was lowered to a safe position.",Yes,0.908,Plan and control lifting operations,Lifting control failure,suspended-load exposure,Critical control,personnel entered the suspended-load zone,High
SYN-0403,2025-02-13,Geleki,Naharkatiya — Pipeline Corridor,Near Miss,Line of Fire — handling a pressurized hose,"During moving materials beside a pipe rack during a routine maintenance task, exclusion zone was not maintained. A suspended load swung across the access route. The deviation was identified early, before anyone was exposed to serious harm. The area was barricaded before continuing.",No,0.829,Position yourself outside the line of fire,Line-of-fire exposure,stored-energy or moving-object exposure,Critical control,spotter communication was unclear,Low
SYN-0404,2025-10-23,Digboi,Bongaigaon — Main Gate,Hazard Report,Hot Work — welding on a process pipe,"During grinding near the workshop during a routine maintenance task, combustibles not cleared from the work area. Nearby oily rags began to smoulder. The condition created a credible potential for a fatal or permanently disabling event. A suitable fire extinguisher was positioned before restart.",Yes,0.908,Control ignition sources and combustible materials,Hot work control failure,ignition or flammable-material exposure,Critical control,hot-work permit not displayed,High
SYN-0405,2024-10-12,Naharkatiya,Geleki — Workshop,Hazard Report,Line of Fire — moving materials beside a pipe rack,"During handling a pressurized hose during the morning shift, spotter communication was unclear. The hose whipped when the coupling released. The deviation was identified early, before anyone was exposed to serious harm. The lifting activity was paused for a new briefing.",No,0.93,Position yourself outside the line of fire,Line-of-fire exposure,stored-energy or moving-object exposure,Critical control,spotter communication was unclear,Medium
SYN-0406,2025-04-29,Bongaigaon,Digboi — Pipeline Corridor,Near Miss,Hot Work — grinding near the workshop,"During grinding near the workshop while preparing the job, gas test not repeated. Sparks travelled toward an open drain. The condition created a credible potential for a fatal or permanently disabling event. The fire watch raised the alarm and work was stopped.",Yes,0.828,Control ignition sources and combustible materials,Hot work control failure,ignition or flammable-material exposure,Critical control,combustibles not cleared from the work area,High
SYN-0407,2025-05-06,Duliajan,Bongaigaon — Pipeline Corridor,Hazard Report,Driving / Vehicle Safety — driving between installations,"During transporting equipment on an access road while preparing the job, journey plan was not reviewed. The driver lost control on a wet bend. The condition created a credible potential for a fatal or permanently disabling event. The vehicle was removed from service for inspection.",Yes,0.805,Drive defensively and use seat belts,Vehicle safety control gap,vehicle collision or load-shift exposure,Critical control,journey plan was not reviewed,High
SYN-0408,2025-03-03,Duliajan,Geleki — Main Gate,Hazard Report,Hot Work — cutting a steel support,"During welding on a process pipe after a change in the work sequence, hot-work permit not displayed. Nearby oily rags began to smoulder. The condition created a credible potential for a fatal or permanently disabling event. The area was made safe and retested.",Yes,0.962,Control ignition sources and combustible materials,Hot work control failure,ignition or flammable-material exposure,Critical control,gas test not repeated,High
SYN-0409,2024-08-11,Geleki,Digboi — Workshop,Safety Observation,Hot Work — welding on a process pipe,"During grinding near the workshop during the morning shift, combustibles not cleared from the work area. Nearby oily rags began to smoulder. The condition created a credible potential for a fatal or permanently disabling event. A suitable fire extinguisher was positioned before restart.",Yes,0.898,Control ignition sources and combustible materials,Hot work control failure,ignition or flammable-material exposure,Critical control,hot-work permit not displayed,High
SYN-0410,2024-09-26,Geleki,Duliajan — Workshop,Hazard Report,Hot Work — grinding near the workshop,"During welding on a process pipe after a change in the work sequence, combustibles not cleared from the work area. Flammable vapour was detected during the task. The condition created a credible potential for a fatal or permanently disabling event. The area was made safe and retested.",Yes,0.938,Control ignition sources and combustible materials,Hot work control failure,ignition or flammable-material exposure,Critical control,hot-work permit not displayed,High
SYN-0411,2025-01-31,Geleki,Naharkatiya — Tank Farm,Safety Observation,Energy Isolation — pump maintenance,"During compressor servicing during a routine maintenance task, lockout/tagout not verified. The pump unexpectedly started. The condition created a credible potential for a fatal or permanently disabling event. The supervisor initiated a toolbox talk.",Yes,0.876,Verify isolation and zero energy,Isolation verification failure,unexpected energy release,Critical control,incorrect isolation point,High
SYN-0412,2025-08-27,Naharkatiya,Naharkatiya — Workshop,Hazard Report,Confined Space — inspection inside a vessel,"During entry into a sump during a routine maintenance task, entry permit was incomplete. The attendant lost radio contact with the entrant. The deviation was identified early, before anyone was exposed to serious harm. The standby rescue team secured the area.",No,0.755,Obtain authorization before entering a confined space,Confined-space control gap,atmospheric or rescue hazard,Critical control,rescue plan was not briefed,Low
SYN-0413,2025-06-28,Geleki,Naharkatiya — Workshop,Hazard Report,Lifting Operations — loading a valve assembly,"During lifting a pump motor after a change in the work sequence, personnel entered the suspended-load zone. The load passed over an occupied walkway. The deviation was identified early, before anyone was exposed to serious harm. The banksman stopped the lift immediately.",No,0.802,Plan and control lifting operations,Lifting control failure,suspended-load exposure,Critical control,lifting plan was not followed,Medium
SYN-0414,2025-07-14,Duliajan,Geleki — Process Unit,Hazard Report,Line of Fire — loosening a seized flange,"During handling a pressurized hose while preparing the job, spotter communication was unclear. The flange shifted suddenly toward the worker. The condition created a credible potential for a fatal or permanently disabling event. The lifting activity was paused for a new briefing.",Yes,0.808,Position yourself outside the line of fire,Line-of-fire exposure,stored-energy or moving-object exposure,Critical control,stored energy was not assessed,High
SYN-0415,2025-11-18,Digboi,Naharkatiya — Workshop,Safety Observation,Hot Work — grinding near the workshop,"During grinding near the workshop during a routine maintenance task, gas test not repeated. Flammable vapour was detected during the task. The condition created a credible potential for a fatal or permanently disabling event. The fire watch raised the alarm and work was stopped.",Yes,0.85,Control ignition sources and combustible materials,Hot work control failure,ignition or flammable-material exposure,Critical control,gas test not repeated,High
SYN-0416,2024-07-30,Digboi,Geleki — Workshop,Near Miss,Line of Fire — loosening a seized flange,"During moving materials beside a pipe rack while preparing the job, spotter communication was unclear. A suspended load swung across the access route. The condition created a credible potential for a fatal or permanently disabling event. The lifting activity was paused for a new briefing.",Yes,0.813,Position yourself outside the line of fire,Line-of-fire exposure,stored-energy or moving-object exposure,Critical control,exclusion zone was not maintained,High
SYN-0417,2025-12-13,Duliajan,Digboi — Workshop,Hazard Report,Line of Fire — handling a pressurized hose,"During loosening a seized flange during the morning shift, spotter communication was unclear. The flange shifted suddenly toward the worker. The deviation was identified early, before anyone was exposed to serious harm. The area was barricaded before continuing.",No,0.831,Position yourself outside the line of fire,Line-of-fire exposure,stored-energy or moving-object exposure,Critical control,exclusion zone was not maintained,Medium
SYN-0418,2025-02-20,Geleki,Naharkatiya — Process Unit,Hazard Report,Working at Height — accessing a tank roof,"During installing cable tray at height after a change in the work sequence, scaffold inspection tag was missing. The worker slipped near an unprotected edge. The deviation was identified early, before anyone was exposed to serious harm. The dropped-object zone was cleared.",No,0.814,Protect yourself against falls from height,Fall protection gap,fall or dropped-object exposure,Critical control,scaffold inspection tag was missing,Medium
SYN-0419,2025-06-29,Bongaigaon,Bongaigaon — Pipeline Corridor,Hazard Report,Hot Work — welding on a process pipe,"During grinding near the workshop while preparing the job, hot-work permit not displayed. Nearby oily rags began to smoulder. The deviation was identified early, before anyone was exposed to serious harm. The fire watch raised the alarm and work was stopped.",No,0.724,Control ignition sources and combustible materials,Hot work control failure,ignition or flammable-material exposure,Critical control,gas test not repeated,Medium
SYN-0420,2024-03-13,Digboi,Duliajan — Tank Farm,Safety Observation,Lifting Operations — loading a valve assembly,"During lifting a pump motor during the morning shift, sling inspection was overdue. A sling strand began to separate. The deviation was identified early, before anyone was exposed to serious harm. The banksman stopped the lift immediately.",No,0.883,Plan and control lifting operations,Lifting control failure,suspended-load exposure,Critical control,sling inspection was overdue,Medium
SYN-0421,2025-12-06,Duliajan,Bongaigaon — Process Unit,Hazard Report,Confined Space — entry into a sump,"During inspection inside a vessel during a routine maintenance task, rescue plan was not briefed. A worker reported dizziness inside the vessel. The condition created a credible potential for a fatal or permanently disabling event. The entrant exited immediately and medical support was alerted.",Yes,0.852,Obtain authorization before entering a confined space,Confined-space control gap,atmospheric or rescue hazard,Critical control,rescue plan was not briefed,High
SYN-0422,2024-10-28,Bongaigaon,Geleki — Main Gate,Hazard Report,Confined Space — cleaning a storage tank,"During inspection inside a vessel during the morning shift, rescue plan was not briefed. Oxygen readings fell below the safe limit. The condition created a credible potential for a fatal or permanently disabling event. The entrant exited immediately and medical support was alerted.",Yes,0.79,Obtain authorization before entering a confined space,Confined-space control gap,atmospheric or rescue hazard,Critical control,entry permit was incomplete,High
SYN-0423,2024-06-23,Digboi,Bongaigaon — Tank Farm,Safety Observation,Confined Space — entry into a sump,"During inspection inside a vessel during the morning shift, entry permit was incomplete. Oxygen readings fell below the safe limit. The condition created a credible potential for a fatal or permanently disabling event. The standby rescue team secured the area.",Yes,0.874,Obtain authorization before entering a confined space,Confined-space control gap,atmospheric or rescue hazard,Critical control,continuous gas monitoring was unavailable,High
SYN-0424,2025-11-10,Bongaigaon,Bongaigaon — Tank Farm,Safety Observation,Lifting Operations — relocating a chemical drum,"During lifting a pump motor after a change in the work sequence, sling inspection was overdue. The load passed over an occupied walkway. The deviation was identified early, before anyone was exposed to serious harm. The load was lowered to a safe position.",No,0.881,Plan and control lifting operations,Lifting control failure,suspended-load exposure,Critical control,sling inspection was overdue,Medium
SYN-0425,2024-02-11,Naharkatiya,Duliajan — Workshop,Safety Observation,Lifting Operations — relocating a chemical drum,"During loading a valve assembly during the morning shift, lifting plan was not followed. A sling strand began to separate. The condition created a credible potential for a fatal or permanently disabling event. The route was cleared and barricaded.",Yes,0.824,Plan and control lifting operations,Lifting control failure,suspended-load exposure,Critical control,personnel entered the suspended-load zone,High
SYN-0426,2025-01-14,Digboi,Geleki — Main Gate,Safety Observation,Hot Work — grinding near the workshop,"During welding on a process pipe during the morning shift, combustibles not cleared from the work area. Nearby oily rags began to smoulder. The condition created a credible potential for a fatal or permanently disabling event. The area was made safe and retested.",Yes,0.895,Control ignition sources and combustible materials,Hot work control failure,ignition or flammable-material exposure,Critical control,hot-work permit not displayed,High
SYN-0427,2025-11-02,Bongaigaon,Digboi — Tank Farm,Hazard Report,Confined Space — inspection inside a vessel,"During inspection inside a vessel after a change in the work sequence, rescue plan was not briefed. A worker reported dizziness inside the vessel. The condition created a credible potential for a fatal or permanently disabling event. Ventilation was increased and the permit was reviewed.",Yes,0.97,Obtain authorization before entering a confined space,Confined-space control gap,atmospheric or rescue hazard,Critical control,entry permit was incomplete,High
SYN-0428,2025-03-26,Digboi,Geleki — Process Unit,Near Miss,Working at Height — accessing a tank roof,"During installing cable tray at height during a routine maintenance task, toe board was not installed. The worker slipped near an unprotected edge. The deviation was identified early, before anyone was exposed to serious harm. The dropped-object zone was cleared.",No,0.703,Protect yourself against falls from height,Fall protection gap,fall or dropped-object exposure,Critical control,toe board was not installed,Low
SYN-0429,2025-08-28,Naharkatiya,Geleki — Tank Farm,Near Miss,Confined Space — cleaning a storage tank,"During cleaning a storage tank while preparing the job, rescue plan was not briefed. The attendant lost radio contact with the entrant. The condition created a credible potential for a fatal or permanently disabling event. Ventilation was increased and the permit was reviewed.",Yes,0.848,Obtain authorization before entering a confined space,Confined-space control gap,atmospheric or rescue hazard,Critical control,continuous gas monitoring was unavailable,High
SYN-0430,2025-04-17,Naharkatiya,Bongaigaon — Main Gate,Safety Observation,Line of Fire — handling a pressurized hose,"During handling a pressurized hose during the morning shift, exclusion zone was not maintained. The flange shifted suddenly toward the worker. The condition created a credible potential for a fatal or permanently disabling event. The lifting activity was paused for a new briefing.",Yes,0.939,Position yourself outside the line of fire,Line-of-fire exposure,stored-energy or moving-object exposure,Critical control,stored energy was not assessed,High
SYN-0431,2024-11-04,Duliajan,Duliajan — Workshop,Safety Observation,Line of Fire — moving materials beside a pipe rack,"During handling a pressurized hose during a routine maintenance task, spotter communication was unclear. The flange shifted suddenly toward the worker. The condition created a credible potential for a fatal or permanently disabling event. The lifting activity was paused for a new briefing.",Yes,0.792,Position yourself outside the line of fire,Line-of-fire exposure,stored-energy or moving-object exposure,Critical control,stored energy was not assessed,High
SYN-0432,2024-12-28,Duliajan,Digboi — Tank Farm,Safety Observation,Confined Space — entry into a sump,"During entry into a sump during the morning shift, continuous gas monitoring was unavailable. Oxygen readings fell below the safe limit. The deviation was identified early, before anyone was exposed to serious harm. Ventilation was increased and the permit was reviewed.",No,0.701,Obtain authorization before entering a confined space,Confined-space control gap,atmospheric or rescue hazard,Critical control,continuous gas monitoring was unavailable,Low
SYN-0433,2025-09-29,Bongaigaon,Digboi — Main Gate,Hazard Report,Energy Isolation — valve replacement,"During compressor servicing while preparing the job, incorrect isolation point. Residual pressure remained in the line. The condition created a credible potential for a fatal or permanently disabling event. The technician stopped work and isolated the equipment.",Yes,0.818,Verify isolation and zero energy,Isolation verification failure,unexpected energy release,Critical control,incorrect isolation point,High
SYN-0434,2025-07-04,Bongaigaon,Digboi — Main Gate,Hazard Report,Energy Isolation — compressor servicing,"During valve replacement while preparing the job, lockout/tagout not verified. A valve was still connected to the live header. The condition created a credible potential for a fatal or permanently disabling event. The supervisor initiated a toolbox talk.",Yes,0.816,Verify isolation and zero energy,Isolation verification failure,unexpected energy release,Critical control,missing zero-energy test,High
SYN-0435,2024-11-23,Bongaigaon,Duliajan — Pipeline Corridor,Near Miss,Driving / Vehicle Safety — driving between installations,"During transporting equipment on an access road while preparing the job, journey plan was not reviewed. A load shifted during transit. The deviation was identified early, before anyone was exposed to serious harm. The journey was restarted only after the load was secured.",No,0.741,Drive defensively and use seat belts,Vehicle safety control gap,vehicle collision or load-shift exposure,Critical control,seat belt was not used,Medium
SYN-0436,2024-02-25,Bongaigaon,Bongaigaon — Process Unit,Near Miss,Hot Work — welding on a process pipe,"During welding on a process pipe during the morning shift, hot-work permit not displayed. Sparks travelled toward an open drain. The deviation was identified early, before anyone was exposed to serious harm. A suitable fire extinguisher was positioned before restart.",No,0.914,Control ignition sources and combustible materials,Hot work control failure,ignition or flammable-material exposure,Critical control,hot-work permit not displayed,Low
SYN-0437,2025-02-01,Naharkatiya,Duliajan — Tank Farm,Near Miss,Lifting Operations — lifting a pump motor,"During lifting a pump motor after a change in the work sequence, sling inspection was overdue. A sling strand began to separate. The deviation was identified early, before anyone was exposed to serious harm. The banksman stopped the lift immediately.",No,0.818,Plan and control lifting operations,Lifting control failure,suspended-load exposure,Critical control,personnel entered the suspended-load zone,Low
SYN-0438,2025-02-08,Bongaigaon,Duliajan — Tank Farm,Near Miss,Line of Fire — loosening a seized flange,"During handling a pressurized hose after a change in the work sequence, stored energy was not assessed. The hose whipped when the coupling released. The deviation was identified early, before anyone was exposed to serious harm. The crew stepped back and reassessed the task.",No,0.787,Position yourself outside the line of fire,Line-of-fire exposure,stored-energy or moving-object exposure,Critical control,exclusion zone was not maintained,Medium
SYN-0439,2025-11-17,Naharkatiya,Geleki — Process Unit,Safety Observation,Hot Work — welding on a process pipe,"During grinding near the workshop while preparing the job, gas test not repeated. Sparks travelled toward an open drain. The condition created a credible potential for a fatal or permanently disabling event. The fire watch raised the alarm and work was stopped.",Yes,0.906,Control ignition sources and combustible materials,Hot work control failure,ignition or flammable-material exposure,Critical control,combustibles not cleared from the work area,High
SYN-0440,2024-01-01,Geleki,Naharkatiya — Main Gate,Near Miss,Working at Height — installing cable tray at height,"During installing cable tray at height while preparing the job, toe board was not installed. The platform moved while being accessed. The deviation was identified early, before anyone was exposed to serious harm. The supervisor arranged a scaffold inspection.",No,0.844,Protect yourself against falls from height,Fall protection gap,fall or dropped-object exposure,Critical control,harness was not attached to an anchor,Medium
SYN-0441,2024-05-12,Naharkatiya,Duliajan — Process Unit,Near Miss,Confined Space — entry into a sump,"During entry into a sump after a change in the work sequence, continuous gas monitoring was unavailable. A worker reported dizziness inside the vessel. The deviation was identified early, before anyone was exposed to serious harm. The entrant exited immediately and medical support was alerted.",No,0.751,Obtain authorization before entering a confined space,Confined-space control gap,atmospheric or rescue hazard,Critical control,continuous gas monitoring was unavailable,Medium
SYN-0442,2024-03-03,Geleki,Duliajan — Main Gate,Safety Observation,Hot Work — welding on a process pipe,"During grinding near the workshop during a routine maintenance task, gas test not repeated. Nearby oily rags began to smoulder. The condition created a credible potential for a fatal or permanently disabling event. The area was made safe and retested.",Yes,0.803,Control ignition sources and combustible materials,Hot work control failure,ignition or flammable-material exposure,Critical control,combustibles not cleared from the work area,High
SYN-0443,2024-03-29,Digboi,Duliajan — Workshop,Hazard Report,Driving / Vehicle Safety — reversing a service vehicle,"During driving between installations while preparing the job, seat belt was not used. The vehicle nearly struck a pedestrian at the gate. The deviation was identified early, before anyone was exposed to serious harm. The vehicle was removed from service for inspection.",No,0.781,Drive defensively and use seat belts,Vehicle safety control gap,vehicle collision or load-shift exposure,Critical control,journey plan was not reviewed,Low
SYN-0444,2025-10-07,Digboi,Duliajan — Pipeline Corridor,Near Miss,Hot Work — grinding near the workshop,"During grinding near the workshop during a routine maintenance task, hot-work permit not displayed. Sparks travelled toward an open drain. The condition created a credible potential for a fatal or permanently disabling event. The area was made safe and retested.",Yes,0.808,Control ignition sources and combustible materials,Hot work control failure,ignition or flammable-material exposure,Critical control,combustibles not cleared from the work area,High
SYN-0445,2024-05-26,Bongaigaon,Naharkatiya — Workshop,Near Miss,Working at Height — installing cable tray at height,"During accessing a tank roof while preparing the job, harness was not attached to an anchor. A tool fell to the level below. The condition created a credible potential for a fatal or permanently disabling event. The dropped-object zone was cleared.",Yes,0.906,Protect yourself against falls from height,Fall protection gap,fall or dropped-object exposure,Critical control,harness was not attached to an anchor,High
SYN-0446,2025-06-20,Naharkatiya,Bongaigaon — Tank Farm,Safety Observation,Lifting Operations — lifting a pump motor,"During loading a valve assembly during a routine maintenance task, personnel entered the suspended-load zone. The load tilted unexpectedly above the work crew. The deviation was identified early, before anyone was exposed to serious harm. The banksman stopped the lift immediately.",No,0.831,Plan and control lifting operations,Lifting control failure,suspended-load exposure,Critical control,lifting plan was not followed,Medium
SYN-0447,2024-04-28,Naharkatiya,Naharkatiya — Workshop,Safety Observation,Hot Work — grinding near the workshop,"During cutting a steel support during the morning shift, gas test not repeated. Nearby oily rags began to smoulder. The condition created a credible potential for a fatal or permanently disabling event. The fire watch raised the alarm and work was stopped.",Yes,0.843,Control ignition sources and combustible materials,Hot work control failure,ignition or flammable-material exposure,Critical control,gas test not repeated,High
SYN-0448,2025-04-12,Duliajan,Geleki — Tank Farm,Hazard Report,Line of Fire — loosening a seized flange,"During loosening a seized flange while preparing the job, exclusion zone was not maintained. A suspended load swung across the access route. The deviation was identified early, before anyone was exposed to serious harm. The crew stepped back and reassessed the task.",No,0.757,Position yourself outside the line of fire,Line-of-fire exposure,stored-energy or moving-object exposure,Critical control,stored energy was not assessed,Medium
SYN-0449,2025-09-22,Digboi,Naharkatiya — Tank Farm,Safety Observation,Lifting Operations — loading a valve assembly,"During loading a valve assembly during the morning shift, sling inspection was overdue. A sling strand began to separate. The deviation was identified early, before anyone was exposed to serious harm. The load was lowered to a safe position.",No,0.783,Plan and control lifting operations,Lifting control failure,suspended-load exposure,Critical control,personnel entered the suspended-load zone,Medium
